店名,カテゴリー,地域,住所,電話,ホームページ,テイクアウト,デリバリー,備考
Cafe&Grill Bio Sketch,カフェ・スイーツ,中央,〒321-0964 宇都宮市駅前通り1-1-1,028-689-8899,http://biosketch2019.com/,あり,なし,
中国料理　虎,中華,中央,〒320-0024 栃木県宇都宮市栄町6-3,028-666-8160,なし,あり,なし,
pic-nic,その他,東部,〒321-0911 宇都宮市問屋町ビジネスパークビル１F,070-2645-8182,https://www.pic-nic.store/,あり,あり,
highball&golf紫音,その他,中央,〒320-0033 宇都宮市本町2-1MstyleB.L.D2F-C,028-612-8776,https://instagram.com/highball_golf_shion?r=nametag,なし,なし,
スペースクリエイト自遊空間宇都宮簗瀬店,その他,中央,〒321-0933 宇都宮市簗瀬町278,028-632-6523,https://jiqoo.jp/shop/?9931623,なし,なし,
水餃子の台湾八商店,餃子,中央,〒320-0014 宇都宮市大曽4-8-11,0283-48-2794,なし,あり,なし,
お食事処　かしわ村,和食,南部,〒321-0141 宇都宮市さつき1-4-12,028-654-2396,なし,あり,なし,
なんじゃ家,各国料理（韓国料理・カレー等）,中央,〒321-0964 宇都宮市駅前通り3-4-2娘子ビル,028-636-8570,なし,あり,なし,
炭火焼肉　華,焼肉・ホルモン,東部,〒321-3232 宇都宮市氷室町1643,028-667-5840,なし,あり,なし,
株式会社東京インテリア家具MOAcafe,カフェ・スイーツ,西部,〒320-0851 宇都宮市鶴田町1411-1,028-300-1111,https://www.tokyointerior.co.jp/,なし,なし,
night time cafe,ダイニングバー・バル,中央,〒320-0802 宇都宮市江野町6-6三樹ビル　6F,028-637-8022,http://instagram.com/night_time_cafe,なし,なし,
焼肉　なごみ,焼肉・ホルモン,東部,〒321-0966 宇都宮市今泉4-8-11,028-643-2911,なし,あり,なし,
へのへのもへじ,お好み焼き・もんじゃ焼き・焼きそば,中央,〒320-0021 宇都宮市東塙田1-1-10,028-622-8606,なし,あり,なし,
BAR Kikyo,その他,中央,〒320-0033 宇都宮市本町4-1マホロバC館 1F,028-623-1173,なし,なし,なし,
満山紅,中華,中央,〒321-0942 宇都宮市峰2-4-1,028-610-0108,なし,あり,あり,
パティアーラ,各国料理（韓国料理・カレー等）,中央,〒321-0942 宇都宮市峰2-4-1,028-610-0108,なし,あり,あり,
三たてそば蕎音,その他,東部,〒321-0945 宇都宮市宿郷3-21-13ホテルリブマックス1F北側,028-633-0426,なし,あり,なし,
酒蔵一番本店,居酒屋,中央,〒320-0033 宇都宮市本町13-7松屋ビル,028-621-9353,なし,あり,なし,
四季旬彩　みやの華,居酒屋,中央,〒321-0964 宇都宮市駅前通り3-5-19,028-649-9055,なし,なし,なし,
大虎やちこ,居酒屋,中央,〒320-0034 宇都宮市泉町1-12泉町十二番館ビル1階,070-3292-1985,なし,なし,なし,
PIZZASTA,その他,東部,〒321-0953 宇都宮市東宿郷1-7-2アジマコーポ104,028-680-6910,なし,なし,なし,
オリオン餃子　二荒町店,餃子,中央,〒320-0804 宇都宮市二荒町1-14鮎澤ビル　1F,028-688-8178,なし,あり,あり,
オリオン餃子　簗瀬工場直売店,餃子,中央,〒321-0934 宇都宮市簗瀬4-16-16,028-611-3838,なし,あり,あり,
オリオン餃子　宇都宮駅東店,餃子,東部,〒321-0953 宇都宮市東宿郷2-4-1ホテルマイステイズ　1F,028-612-8078,なし,あり,あり,
オリオン餃子　本店,餃子,中央,〒320-0803 宇都宮市曲師町2-12ゆざわやビル　1F,028-688-7058,なし,あり,あり,
九州男児　宇都宮オリオン通り店,居酒屋,中央,〒320-0804 宇都宮市二荒町1-14鮎澤ビル　1F,028-638-8118,なし,なし,あり,
ソシアルカモン　ユニティー,ダイニングバー・バル,東部,〒321-0953 宇都宮市東宿郷2-18-21fkビル2階,028-636-7557,なし,なし,なし,
CAFE TORA　宇都宮大塚町店,カフェ・スイーツ,中央,〒321-0161 宇都宮市大塚町11-3,028-680-4818,なし,あり,あり,
サブウェイ　宇都宮簗瀬店,その他,中央,〒321-0933 宇都宮市簗瀬町1592,028-635-7707,なし,あり,あり,
焼肉MONSTER　宇都宮東宿郷店,焼肉・ホルモン,東部,〒321-0945 宇都宮市宿郷3-16-7,028-601-7768,なし,あり,あり,
ひろ喜,和食,西部,〒320-0061 宇都宮市宝木町1-2592-115,028-307-9493,なし,あり,なし,
直送牡蠣とお肉とワイン　伊ノ祐,ダイニングバー・バル,東部,〒321-0953 宇都宮市東宿郷2-8-4総勝ビル 2階,028-678-6988,https://utsunomiya-inosuke.owst.jp/,あり,なし,
PUB　ロダン,その他,東部,〒321-0945 宇都宮市宿郷1-13-11OKビル4F,028-634-5011,なし,なし,なし,
長安ラムの屋,中華,西部,〒320-0054 宇都宮市東戸祭1-2-17宇都宮長安ビル,028-666-6507,なし,なし,なし,
割烹　松うら,和食,西部,〒320-0051 宇都宮市上戸祭町139,028-622-4880,なし,あり,なし,
CAFE TORA　宇都宮下戸祭店,カフェ・スイーツ,西部,〒320-0055 宇都宮市下戸祭1-10-1,028-615-7888,なし,あり,あり,
小籠包　包包包,居酒屋,中央,〒321-0964 宇都宮市駅前通り1-5-12,028-678-8868,なし,なし,なし,
大衆酒場キミドリ,居酒屋,中央,〒321-0964 宇都宮市駅前通り1-5-5,028-612-4239,なし,なし,なし,
ホビーカフェ　R391,居酒屋,東部,〒321-3223 宇都宮市清原台6-13-1,028-666-8391,なし,なし,なし,
ラーメン豚珍,ラーメン,東部,〒321-0954 宇都宮市元今泉4-2-10元今泉ハイタウン1F,028-666-7458,なし,なし,なし,
CHOCOLAT BLANC,その他,中央,〒320-0033 宇都宮市本町4-18ネオスクエアビル　2階　202,028-623-5840,https://www.neo-square.com,なし,なし,
居酒屋 陽の丸,居酒屋,南部,〒321-0136 宇都宮市みどり野町 37-24,028-678-5420,なし,あり,なし,
Linda,その他,中央,〒320-0033 宇都宮市本町4-18ネオスクエアビル　3階,028-643-7776,https://www.neo-square.com,なし,なし,
花ひびき,その他,中央,〒320-0033 宇都宮市本町4-18ネオスクエアビル　１階,028-627-3277,http://www.neo-square.com,なし,なし,
中華料理　恒香菜園,ラーメン,東部,〒321-0953 宇都宮市東宿郷2-8-4総都ビル1F,028-638-7075,なし,あり,なし,
やみつきホルモン　伊藤商店,焼肉・ホルモン,中央,〒320-0803 宇都宮市曲師町4-5アベソアビル1F,028-666-0329,なし,なし,なし,
オリオン餃子宇都宮駅前通り店,餃子,中央,〒321-0964 宇都宮市駅前通り3-1-3,028-678-9118,なし,あり,あり,
株式会社江戸一　すたみな太郎　宇都宮東店,焼肉・ホルモン,東部,〒321-0901 宇都宮市平出町557-2,028-663-4129,なし,あり,なし,
PROUD,その他,中央,〒320-0033 宇都宮市本町4-11下野ビル地下1階,028-621-0200,https://www.neo-square.com,なし,なし,
居酒屋一信,中華,東部,〒321-0953 宇都宮市東宿郷2-14-5ブリッジ21ビル101室,090-4961-1168,なし,なし,なし,
へんこつうどん 宇都宮竹林店,うどん・そば,北部,〒321-0974 宇都宮市竹林町861-2,028-622-9452,なし,あり,なし,
高倉町珈琲 宇都宮店,カフェ・スイーツ,西部,〒320-0851 宇都宮市鶴田町1157-1,028-666-6172,なし,あり,なし,
カトマンズ　キッチン,各国料理（韓国料理・カレー等）,西部,〒321-0344 宇都宮市田野町559-6,028-612-4417,なし,あり,なし,
旬彩酒肴　いろは,居酒屋,東部,〒321-0953 宇都宮市東宿郷3-2-5コーポルベーレ　S-2,028-611-1685,なし,あり,なし,
なんじゃ家,各国料理（韓国料理・カレー等）,中央,〒321-0964 宇都宮市駅前通り3-4-2娘子ビル,028-636-8570,なし,あり,なし,
炭火焼肉　華,焼肉・ホルモン,東部,〒321-3232 宇都宮市氷室町1643,028-667-5840,なし,あり,なし,
株式会社東京インテリア家具MOAcafe,カフェ・スイーツ,西部,〒320-0851 宇都宮市鶴田町1411-1,028-300-1111,https://www.tokyointerior.co.jp/,なし,なし,
night time cafe,ダイニングバー・バル,中央,〒320-0802 宇都宮市江野町6-6三樹ビル　6F,028-637-8022,http://instagram.com/night_time_cafe,なし,なし,
焼肉　なごみ,焼肉・ホルモン,東部,〒321-0966 宇都宮市今泉4-8-11,028-643-2911,なし,あり,なし,
へのへのもへじ,お好み焼き・もんじゃ焼き・焼きそば,中央,〒320-0021 宇都宮市東塙田1-1-10,028-622-8606,なし,あり,なし,
BAR Kikyo,その他,中央,〒320-0033 宇都宮市本町4-1マホロバC館 1F,028-623-1173,なし,なし,なし,
満山紅,中華,中央,〒321-0942 宇都宮市峰2-4-1,028-610-0108,なし,あり,あり,
パティアーラ,各国料理（韓国料理・カレー等）,中央,〒321-0942 宇都宮市峰2-4-1,028-610-0108,なし,あり,あり,
三たてそば蕎音,その他,東部,〒321-0945 宇都宮市宿郷3-21-13ホテルリブマックス1F北側,028-633-0426,なし,あり,なし,
酒蔵一番本店,居酒屋,中央,〒320-0033 宇都宮市本町13-7松屋ビル,028-621-9353,なし,あり,なし,
四季旬彩　みやの華,居酒屋,中央,〒321-0964 宇都宮市駅前通り3-5-19,028-649-9055,なし,なし,なし,
大虎やちこ,居酒屋,中央,〒320-0034 宇都宮市泉町1-12泉町十二番館ビル1階,070-3292-1985,なし,なし,なし,
PIZZASTA,その他,東部,〒321-0953 宇都宮市東宿郷1-7-2アジマコーポ104,028-680-6910,なし,なし,なし,
オリオン餃子　二荒町店,餃子,中央,〒320-0804 宇都宮市二荒町1-14鮎澤ビル　1F,028-688-8178,なし,あり,あり,
オリオン餃子　簗瀬工場直売店,餃子,中央,〒321-0934 宇都宮市簗瀬4-16-16,028-611-3838,なし,あり,あり,
オリオン餃子　宇都宮駅東店,餃子,東部,〒321-0953 宇都宮市東宿郷2-4-1ホテルマイステイズ　1F,028-612-8078,なし,あり,あり,
オリオン餃子　本店,餃子,中央,〒320-0803 宇都宮市曲師町2-12ゆざわやビル　1F,028-688-7058,なし,あり,あり,
九州男児　宇都宮オリオン通り店,居酒屋,中央,〒320-0804 宇都宮市二荒町1-14鮎澤ビル　1F,028-638-8118,なし,なし,あり,
ソシアルカモン　ユニティー,ダイニングバー・バル,東部,〒321-0953 宇都宮市東宿郷2-18-21fkビル2階,028-636-7557,なし,なし,なし,
CAFE TORA　宇都宮大塚町店,カフェ・スイーツ,中央,〒321-0161 宇都宮市大塚町11-3,028-680-4818,なし,あり,あり,
サブウェイ　宇都宮簗瀬店,その他,中央,〒321-0933 宇都宮市簗瀬町1592,028-635-7707,なし,あり,あり,
ひろ喜,和食,西部,〒320-0061 宇都宮市宝木町1-2592-115,028-307-9493,なし,あり,なし,
直送牡蠣とお肉とワイン　伊ノ祐,ダイニングバー・バル,東部,〒321-0953 宇都宮市東宿郷2-8-4総勝ビル 2階,028-678-6988,https://utsunomiya-inosuke.owst.jp/,あり,なし,
PUB　ロダン,その他,東部,〒321-0945 宇都宮市宿郷1-13-11OKビル4F,028-634-5011,なし,なし,なし,
長安ラムの屋,中華,西部,〒320-0054 宇都宮市東戸祭1-2-17宇都宮長安ビル,028-666-6507,なし,なし,なし,
割烹　松うら,和食,西部,〒320-0051 宇都宮市上戸祭町139,028-622-4880,なし,あり,なし,
CAFE TORA　宇都宮下戸祭店,カフェ・スイーツ,西部,〒320-0055 宇都宮市下戸祭1-10-1,028-615-7888,なし,あり,あり,
小籠包　包包包,居酒屋,中央,〒321-0964 宇都宮市駅前通り1-5-12,028-678-8868,なし,なし,なし,
大衆酒場キミドリ,居酒屋,中央,〒321-0964 宇都宮市駅前通り1-5-5,028-612-4239,なし,なし,なし,
ホビーカフェ　R391,居酒屋,東部,〒321-3223 宇都宮市清原台6-13-1,028-666-8391,なし,なし,なし,
ラーメン豚珍,ラーメン,東部,〒321-0954 宇都宮市元今泉4-2-10元今泉ハイタウン1F,028-666-7458,なし,なし,なし,
CHOCOLAT BLANC,その他,中央,〒320-0033 宇都宮市本町4-18ネオスクエアビル　2階　202,028-623-5840,https://www.neo-square.com,なし,なし,
居酒屋 陽の丸,居酒屋,南部,〒321-0136 宇都宮市みどり野町 37-24,028-678-5420,なし,あり,なし,
Linda,その他,中央,〒320-0033 宇都宮市本町4-18ネオスクエアビル　3階,028-643-7776,https://www.neo-square.com,なし,なし,
花ひびき,その他,中央,〒320-0033 宇都宮市本町4-18ネオスクエアビル　１階,028-627-3277,http://www.neo-square.com,なし,なし,
中華料理　恒香菜園,ラーメン,東部,〒321-0953 宇都宮市東宿郷2-8-4総都ビル1F,028-638-7075,なし,あり,なし,
やみつきホルモン　伊藤商店,焼肉・ホルモン,中央,〒320-0803 宇都宮市曲師町4-5アベソアビル1F,028-666-0329,なし,なし,なし,
オリオン餃子宇都宮駅前通り店,餃子,中央,〒321-0964 宇都宮市駅前通り3-1-3,028-678-9118,なし,あり,あり,
株式会社江戸一　すたみな太郎　宇都宮東店,焼肉・ホルモン,東部,〒321-0901 宇都宮市平出町557-2,028-663-4129,なし,あり,なし,
PROUD,その他,中央,〒320-0033 宇都宮市本町4-11下野ビル地下1階,028-621-0200,https://www.neo-square.com,なし,なし,
居酒屋一信,中華,東部,〒321-0953 宇都宮市東宿郷2-14-5ブリッジ21ビル101室,090-4961-1168,なし,なし,なし,
へんこつうどん 宇都宮竹林店,うどん・そば,北部,〒321-0974 宇都宮市竹林町861-2,028-622-9452,なし,あり,なし,
高倉町珈琲 宇都宮店,カフェ・スイーツ,西部,〒320-0851 宇都宮市鶴田町1157-1,028-666-6172,なし,あり,なし,
カトマンズ　キッチン,各国料理（韓国料理・カレー等）,西部,〒321-0344 宇都宮市田野町559-6,028-612-4417,なし,あり,なし,
Cafe&Diner Mother Road,カフェ・スイーツ,東部,〒321-0968 宇都宮市中今泉5-2-25,028-689-8700,https://motherroad.owsa.jp,あり,なし,
焼肉酒場 炎家,焼肉・ホルモン,東部,〒321-0945 宇都宮市宿郷1-4-3ユーポソフィア1階A,028-637-8929,https://yakinikusakabahonoka.gorp.jp/,あり,あり,
四季の味　さくら,和食,中央,〒320-0035 宇都宮市伝馬町4-14,028-632-1976,なし,なし,なし,
dough-doughnuts,カフェ・スイーツ,中央,〒320-0861 宇都宮市西2-2-22,028-637-2522,http://dough-doughnuts.com,なし,なし,
Espe Rnza,その他,中央,〒320-0806 宇都宮市中央1-11-8加古ビル１階,028-612-4787,なし,なし,なし,
木曾路　宇都宮店,和食,北部,〒321-0974 宇都宮市竹林町893-3,028-650-0165,なし,あり,なし,
ケンタッキーフライドチキン宇都宮簗瀬店,その他,中央,〒321-0925 宇都宮市東簗瀬1-28-27,028-651-2634,なし,あり,なし,
富乃家,居酒屋,東部,〒321-0945 宇都宮市宿郷2-10-13TMTビル103,028-639-2717,なし,あり,なし,
丸萬寿司,和食,中央,〒320-0813 宇都宮市二番町2-21,028-633-1988,なし,なし,なし,
SAKASALIGHT SANDWICHES,その他,南部,〒321-0102 宇都宮市江曽島町1412-5UNITED GARDEN,070-4342-7817,https://www.instagram.com/sakasalight_sandwiches/?hl=ja,あり,なし,
定食酒場 からす,居酒屋,中央,〒320-0026 宇都宮市馬場通り2-3-21　1階,026-666-0930,なし,あり,なし,
とんかつ新宿さぼてん　宇都宮パセオ店,和食,中央,〒321-0965 宇都宮市川向町1-23パセオ　1階,028-627-8590,https://shinjuku-saboten.com,あり,なし,
Sacchi,カフェ・スイーツ,東部,〒321-0943 宇都宮市峰町318-6,090-5423-3232,なし,あり,なし,
たこやき居酒屋ふくちゃん,居酒屋,東部,〒321-0954 宇都宮市元今泉4-13-12,028-612-3274,なし,あり,なし,
ルプライエ,イタリアン・フレンチ,西部,〒320-0046 宇都宮市西一の沢町5-17,080-4348-0035,なし,なし,なし,
麺家　大森,ラーメン,西部,〒321-0151 宇都宮市西川田町1039-29,028-658-6735,なし,なし,なし,
The Cave,その他,中央,〒320-0026 宇都宮市馬場通り2-2-8,028-666-5339,なし,なし,なし,
Cafe&Bar Day's,ダイニングバー・バル,中央,〒320-0802 宇都宮市江野町11-6むぎくら中央ビル4階,028-666-7803,なし,なし,なし,
和食子連れオオカミ,和食,中央,〒321-0831 宇都宮市新町2-8-5和食子連れオオカミ,028-611-1552,なし,あり,なし,
pine tree,居酒屋,中央,〒320-0033 宇都宮市本町8-9龍鶴荘ビルクレイン1-A,028-6128008,なし,あり,なし,
fleurir bakery and cafe,カフェ・スイーツ,東部,〒321-0912 宇都宮市石井町3334-6,080-7317-0024,なし,なし,なし,
月の壺,各国料理（韓国料理・カレー等）,中央,〒320-0806 宇都宮市中央2-9-10塚田ビル1F,028-633-8997,なし,あり,なし,
ガスト宇都宮仲町,その他,中央,〒320-0023 宇都宮市仲町1-20,028-650-5345,なし,あり,あり,
